ID,Revenu,Souscription_web,Residence,Anciennete_proprietaire,Anciennete_emploi,Nombre_cartes,Passif_carte,Nombre_prets_accordes
101329,43989,Oui,Propriétaire,8,10,1,30,1
101330,43957,Non,Propriétaire,18,13,2,286,1
101331,47833,Oui,Propriétaire,9,6,1,854,0
101332,56891,Non,Propriétaire,26,1,1,1543,1
101333,58026,Oui,Location,17,13,1,6156,0
101334,53791,Oui,Location,1,15,1,1844,1
101335,59463,Non,Propriétaire,2,9,2,1298,1
101336,44159,Oui,Location,6,4,1,1110,0
101337,59508,Oui,Propriétaire,2,19,1,3671,1
101338,51219,Oui,Location,14,15,2,1292,1
101339,56486,Oui,Propriétaire,5,11,1,696,1
101340,47623,Non,Propriétaire,23,7,1,784,1
101341,49007,Non,Propriétaire,14,18,1,13360,0
101342,43895,Oui,Propriétaire,7,18,1,446,1
101343,55497,Oui,Location,7,3,1,637,1
101344,45066,Oui,Location,16,15,1,860,1
101345,44202,Non,Propriétaire,1,23,2,2611,0
101346,45518,Oui,Propriétaire,17,22,1,8231,1
101347,43890,Oui,Propriétaire,19,18,2,505,1
101348,44772,Oui,Propriétaire,9,6,1,469,0
101349,44271,Oui,Location,17,20,1,284,1
101350,43874,Non,Location,18,0,2,1320,1
101351,43888,Oui,Location,16,21,1,3820,1
101352,44194,Oui,Location,16,2,2,1007,1
101353,53201,Non,Propriétaire,18,29,1,17134,0
101354,45238,Oui,Location,9,6,2,326,1
101355,54673,Oui,Propriétaire,15,22,2,3086,1
101356,46949,Oui,Propriétaire,0,2,2,1634,1
101357,57689,Non,Location,25,19,1,331,1
101358,45869,Oui,Location,21,8,2,71,1
101359,43799,Oui,Propriétaire,11,4,1,145,0
101360,47026,Non,Propriétaire,23,18,2,1368,0
101361,46645,Non,Propriétaire,19,4,1,884,0
101362,44048,Non,Propriétaire,0,6,1,222,0
101363,45970,Non,Propriétaire,11,7,1,579,0
101364,45949,Non,Location,17,7,1,3865,0
101365,45659,Oui,Propriétaire,12,17,1,9466,1
101366,43750,Non,Propriétaire,13,6,1,988,1
101367,44318,Oui,Propriétaire,8,19,1,2096,0
101368,43761,Non,Propriétaire,10,6,1,1418,0
101369,45673,Oui,Propriétaire,22,16,1,359,0
101370,54938,Non,Propriétaire,5,15,2,268,0
101371,49409,Oui,Propriétaire,11,12,2,107,1
101372,54021,Oui,Location,2,4,1,101,1
101373,48084,Oui,Location,10,3,2,555,1
101374,50799,Oui,Location,22,19,2,1919,0
101375,46785,Oui,Location,14,4,1,1227,1
101376,53365,Oui,Location,21,26,1,3819,0
101377,50515,Non,Location,3,5,1,1642,1
101378,55421,Non,Location,11,3,2,1169,0
101379,47734,Oui,Logement social,23,6,2,2631,1
101380,44449,Oui,Location,9,16,1,4168,0
101381,55777,Oui,Location,1,11,2,453,0
101382,47422,Oui,Location,11,12,2,2010,1
101383,50302,Oui,Location,20,9,2,455,0
101384,44095,Oui,Location,13,4,1,368,0
101385,45153,Non,Location,2,13,2,804,1
101386,43820,Non,Propriétaire,3,3,2,230,0
101387,43633,Oui,Locataire gratuit,14,16,1,6100,0
101388,43976,Non,Locataire gratuit,18,12,2,745,0
101389,43835,Oui,Propriétaire,3,1,2,1501,1
101390,45621,Oui,Location,1,19,1,1878,0
101391,45849,Non,Location,13,9,2,364,1
101392,43408,Oui,Propriétaire,10,4,2,1106,0
101393,44394,Non,Propriétaire,20,17,1,2041,0
101394,43982,Oui,Propriétaire,13,11,2,1055,0
101395,44936,Oui,Propriétaire,1,22,1,4502,0
101396,57004,Oui,Location,14,31,1,3561,0
101397,52545,Oui,Propriétaire,25,14,1,1125,0
101398,48061,Oui,Location,3,5,2,296,0
101399,50075,Oui,Location,4,18,2,3768,0
101400,43303,Oui,Propriétaire,2,7,2,866,1
101401,45159,Non,Propriétaire,6,12,1,2310,0
101402,48931,Oui,Propriétaire,11,19,2,652,0
101403,44363,Oui,Propriétaire,5,19,1,1609,1
101404,44413,Oui,Location,13,16,2,885,0
101405,49988,Oui,Location,14,21,2,2660,0
101406,45450,Oui,Propriétaire,15,24,1,4217,0
101407,45081,Non,Propriétaire,14,15,2,713,1
101408,47470,Non,Location,9,12,1,2111,0
101409,44272,Oui,Propriétaire,12,20,1,645,1
101410,44460,Oui,Propriétaire,4,16,1,3467,1
101411,43707,Oui,Propriétaire,8,9,1,1131,0
101412,45419,Oui,Propriétaire,1,2,2,231,0
101413,45721,Oui,Propriétaire,3,14,1,294,1
101414,45103,Non,Propriétaire,21,14,1,2327,1
101415,55112,Oui,Autre,10,14,2,4113,1
101416,46823,Oui,Propriétaire,22,2,1,94,1
101417,56590,Oui,Propriétaire,27,8,2,332,0
101418,57683,Oui,Propriétaire,14,24,1,3275,1
101419,55752,Oui,Propriétaire,5,11,2,2048,1
101420,46168,Oui,Location,0,6,1,3762,1
101421,55565,Non,Location,23,0,2,2219,0
101422,50076,Oui,Propriétaire,0,17,1,460,1
101423,45750,Oui,Propriétaire,13,13,1,1930,1
101424,45904,Oui,Propriétaire,22,7,1,60,0
101425,44477,Non,Propriétaire,19,15,1,351,0
101426,45841,Non,Propriétaire,11,12,2,4159,0
101427,44010,Oui,Propriétaire,4,7,2,542,1
101428,44378,Oui,Location,9,18,2,306,0
101429,45246,Non,Location,6,5,1,737,1
101430,45266,Non,Location,3,5,1,6805,0
101431,43362,Oui,Location,15,4,2,434,1
101432,59393,Non,Location,34,18,2,2746,0
101433,56523,Oui,Location,20,10,1,2066,0
101434,55390,Non,Propriétaire,23,3,1,812,0
101435,50445,Oui,Location,10,8,1,237,1
101436,49529,Oui,Location,9,10,1,342,0
101437,47161,Oui,Propriétaire,0,13,2,1096,1
101438,47019,Non,Propriétaire,11,21,1,1138,1
101439,53731,Non,Propriétaire,26,16,2,13160,1
101440,43514,Oui,Location,17,0,2,274,0
101441,52495,Non,Location,18,16,2,2527,1
101442,45537,Oui,Location,22,21,2,2698,1
101443,55215,Oui,Propriétaire,1,6,2,1930,0
101444,44892,Oui,Propriétaire,12,2,2,3337,0
101445,52173,Oui,Location,4,22,2,689,0
101446,49407,Non,Location,23,13,2,1793,0
101447,49415,Oui,Location,17,11,1,150,0
101448,43622,Oui,Location,8,18,1,3828,1
101449,44298,Non,Location,16,19,2,763,0
101450,45463,Oui,Propriétaire,2,23,2,478,1
101451,44705,Oui,Propriétaire,0,8,1,230,0
101452,50621,Non,Propriétaire,24,22,2,1047,0
101453,49600,Oui,Propriétaire,5,9,2,3366,1
101454,48599,Oui,Location,16,25,1,1363,1
101455,43677,Oui,Propriétaire,16,9,1,740,0
101456,45993,Non,Propriétaire,6,7,2,311,0
101457,52887,Oui,Location,10,9,2,1339,0
101458,44671,Oui,Location,16,9,2,3971,1
101459,50199,Oui,Propriétaire,5,12,1,1230,0
101460,54671,Oui,Location,25,28,2,3612,0
101461,53180,Oui,Propriétaire,9,31,2,11860,0
101462,43120,Oui,Locataire gratuit,4,10,1,801,1
101463,44039,Oui,Propriétaire,17,6,2,109,1
101464,43293,Non,Location,16,7,1,2207,1
101465,44534,Non,Propriétaire,9,13,2,805,0
101466,43739,Non,Propriétaire,3,7,1,2247,1
101467,43648,Non,Propriétaire,14,12,1,2496,1
101468,45283,Non,Locataire gratuit,15,3,1,1460,1
101469,59276,Oui,Propriétaire,20,21,2,8000,1
101470,49850,Oui,Propriétaire,5,1,2,1265,1
101471,47568,Oui,Location,5,11,2,2391,1
101472,50833,Oui,Locataire gratuit,21,16,1,760,1
101473,50631,Oui,Propriétaire,26,21,2,2132,0
101474,57520,Oui,Propriétaire,25,19,1,890,0
101475,59179,Oui,Propriétaire,29,5,1,5780,1
101476,59692,Non,Propriétaire,11,3,1,469,0
101477,56470,Oui,Location,31,15,2,390,0
101478,51859,Oui,Location,19,2,2,369,1
101479,54777,Oui,Locataire gratuit,26,17,2,2814,1
101480,44597,Oui,Propriétaire,10,12,2,468,0
101481,44728,Oui,Location,2,7,2,847,0
101482,45584,Non,Location,2,19,1,1256,0
101483,44582,Non,Propriétaire,1,13,1,1581,1
101484,44270,Oui,Propriétaire,3,22,2,962,1
101485,45549,Non,Propriétaire,2,21,1,5791,0
101486,45712,Oui,Propriétaire,14,15,2,2216,0
101487,45654,Oui,Location,6,18,2,5471,0
101488,44898,Non,Propriétaire,4,22,1,527,0
101489,48414,Non,Location,9,0,2,232,0
101490,53307,Oui,Propriétaire,8,27,2,1984,1
101491,58878,Non,Location,18,9,1,1680,0
101492,43977,Oui,Locataire gratuit,14,12,1,4763,1
101493,51561,Non,Locataire gratuit,17,5,2,3010,0
101494,58785,Non,Location,31,16,2,1111,0
101495,55140,Non,Propriétaire,20,13,2,5095,0
101496,46501,Oui,Location,5,5,2,327,1
101497,70000,Oui,Location,12,25,1,12164,0
101498,45368,Non,Propriétaire,4,2,2,711,1
101499,43651,Oui,Location,4,11,2,527,1
101500,71000,Oui,Location,24,10,1,563,1
101501,72000,Non,Location,21,0,1,83,1
101502,73000,Oui,Location,1,6,1,104,0
101503,74000,Oui,Location,9,4,2,1038,1
101504,45217,Non,Propriétaire,17,8,2,445,1
101505,45240,Non,Location,12,5,2,1320,1
101506,75000,Oui,Location,12,9,1,1192,1
101507,76000,Oui,Location,18,10,1,2518,0
101508,45390,Oui,Propriétaire,3,2,2,154,0
101509,77000,Non,Location,12,5,2,608,1
101510,57598,Oui,Locataire gratuit,25,16,1,2171,1
101511,78000,Non,Location,5,2,1,382,0
101512,57623,Oui,Propriétaire,1,10,1,4133,1
101513,79000,Non,Location,0,10,1,679,1
101514,80000,Oui,Location,23,22,1,3450,0
101515,49789,Oui,Propriétaire,2,4,2,44,0
101516,81000,Oui,Location,12,7,2,1358,1
101517,82000,Non,Location,2,3,1,461,1
101518,44005,Oui,Propriétaire,16,8,2,25,1
101519,83000,Oui,Location,15,19,2,7995,1
101520,43185,Non,Propriétaire,0,8,1,20,0
101521,84000,Oui,Locataire gratuit,11,17,1,2134,1
101522,85000,Oui,Propriétaire,13,3,2,341,1
101523,45194,Non,Propriétaire,15,10,2,1678,1
101524,43876,Oui,Propriétaire,13,0,2,98,1
101525,86000,Oui,Propriétaire,20,16,2,1299,1
101526,87000,Non,Locataire gratuit,11,23,1,544,1
101527,88000,Oui,Propriétaire,0,17,2,2031,1
101528,53660,Oui,Propriétaire,23,17,1,380,1
101529,59944,Oui,Propriétaire,20,11,2,3894,0
101530,54451,Oui,Propriétaire,14,30,1,3312,1
101531,89000,Non,Autre,11,7,1,1562,1
101532,90000,Non,Autre,8,15,1,2003,0
101533,43794,Oui,Propriétaire,9,6,2,1430,0
101534,91000,Non,Location,15,1,1,1147,0
101535,45452,Oui,Propriétaire,12,24,1,5490,1
101536,44787,Oui,Propriétaire,9,4,2,982,0
101537,51498,Oui,Propriétaire,26,9,1,589,1
101538,92000,Oui,Location,21,27,2,684,1
101539,93000,Oui,Location,15,3,1,88,1
101540,52772,Oui,Propriétaire,23,9,2,1348,1
101541,58529,Oui,Propriétaire,0,9,1,1108,0
101542,53983,Oui,Propriétaire,1,9,2,2117,0
101543,94000,Oui,Location,9,20,2,3195,1
101544,95000,Non,Location,2,20,1,452,0
101545,96000,Non,Location,9,22,1,823,1
101546,43823,Non,Propriétaire,14,1,2,2245,1
101547,43151,Non,Propriétaire,6,9,1,681,1
101548,97000,Oui,Location,5,5,1,1250,0
101549,44230,Oui,Propriétaire,9,22,2,3106,0
101550,98000,Oui,Location,5,23,1,466,0
101551,99000,Oui,Location,21,17,2,490,1
101552,53842,Oui,Propriétaire,25,13,2,3115,0
101553,58381,Oui,Location,16,12,1,829,0
101554,51385,Oui,Propriétaire,14,10,1,777,0
101555,100000,Oui,Location,1,14,2,1001,1
101556,49866,Non,Propriétaire,10,24,1,2493,0
101557,48607,Oui,Propriétaire,19,23,2,985,1
101558,43593,Oui,Propriétaire,13,0,1,2315,0
101559,44202,Oui,Propriétaire,8,0,2,748,0
101560,45715,Oui,Propriétaire,8,14,2,772,1
101561,44974,Oui,Locataire gratuit,14,18,2,2772,0
101562,52725,Oui,Location,26,9,2,12,0
101563,101000,Oui,Locataire gratuit,17,5,2,1171,0
101564,43650,Oui,Locataire gratuit,8,12,1,267,0
101565,102000,Non,Propriétaire,16,15,2,116,0
101566,51383,Non,Propriétaire,19,12,2,1119,1
101567,103000,Oui,Logement social,0,15,2,397,0
101568,104000,Oui,Location,19,8,1,732,0
101569,105000,Oui,Propriétaire,8,0,2,888,1
101570,106000,Non,Propriétaire,10,13,1,59,0
101571,55554,Oui,Locataire gratuit,27,0,1,708,0
101572,43908,Non,Locataire gratuit,18,15,1,4242,0
101573,107000,Oui,Propriétaire,25,16,2,1555,1
101574,108000,Oui,Propriétaire,13,5,2,375,0
101575,44193,Oui,Locataire gratuit,18,3,1,260,0
101576,45115,Oui,Location,11,13,2,5189,1
101577,58505,Oui,Propriétaire,11,9,2,668,0
101578,109000,Non,Locataire gratuit,19,0,1,25,1
101579,49008,Oui,Location,10,16,2,216,0
101580,54013,Oui,Location,9,4,1,996,0
101581,110000,Oui,Propriétaire,19,6,2,1655,1
101582,54603,Non,Propriétaire,8,30,2,1562,1
101583,48511,Non,Propriétaire,21,25,1,793,0
101584,111000,Oui,Propriétaire,7,6,1,495,1
101585,44997,Non,Locataire gratuit,6,18,1,1238,1
101586,112000,Non,Location,4,10,2,154,1
101587,43482,Oui,Propriétaire,4,1,1,361,1
101588,43989,Oui,Propriétaire,8,10,1,30,1
101589,56891,Non,Propriétaire,26,1,1,1543,1
101590,113000,Oui,Location,17,13,1,6156,0
101591,114000,Oui,Location,1,15,1,1844,1
101592,115000,Oui,Location,14,15,2,1292,1
101593,56486,Oui,Propriétaire,5,11,1,696,1
101594,49007,Non,Autre,14,18,1,13360,0
101595,116000,Oui,Location,16,15,1,860,1
101596,44202,Non,Propriétaire,1,23,2,2611,0
101597,43890,Oui,Propriétaire,19,18,2,505,1
101598,53201,Non,Propriétaire,18,29,1,17134,0
101599,54673,Oui,Propriétaire,15,22,2,3086,1
101600,117000,Non,Location,25,19,1,331,1
101601,118000,Oui,Location,21,8,2,71,1
101602,47026,Non,Location,23,18,2,1368,0
101603,46645,Non,Propriétaire,19,4,1,884,0
101604,45970,Non,Propriétaire,11,7,1,579,0
101605,119000,Non,Location,17,7,1,3865,0
101606,45659,Oui,Locataire gratuit,12,17,1,9466,1
101607,43761,Non,Propriétaire,10,6,1,1418,0
101608,46785,Oui,Location,14,4,1,1227,1
101609,120000,Oui,Propriétaire,21,26,1,3819,0
101610,121000,Non,Propriétaire,11,3,2,1169,0
101611,47734,Oui,Logement social,23,6,2,2631,1
101612,122000,Oui,Location,1,11,2,453,0
101613,44095,Oui,Location,13,4,1,368,0
101614,123000,Non,Propriétaire,2,13,2,804,1
101615,124000,Oui,Propriétaire,1,19,1,1878,0
101616,43408,Oui,Propriétaire,10,4,2,1106,0
101617,57004,Oui,Location,14,31,1,3561,0
101618,45159,Non,Propriétaire,6,12,1,2310,0
101619,48931,Oui,Propriétaire,11,19,2,652,0
101620,45081,Non,Propriétaire,14,15,2,713,1
101621,125000,Oui,Propriétaire,4,16,1,3467,1
101622,43707,Oui,Propriétaire,8,9,1,1131,0
101623,45721,Oui,Autre,3,14,1,294,1
101624,126000,Non,Propriétaire,23,0,2,2219,0
101625,45750,Oui,Locataire gratuit,13,13,1,1930,1
101626,44477,Non,Location,19,15,1,351,0
101627,127000,Non,Location,3,5,1,6805,0
101628,55390,Non,Autre,23,3,1,812,0
101629,128000,Oui,Location,10,8,1,237,1
101630,129000,Oui,Location,17,0,2,274,0
101631,130000,Non,Location,18,16,2,2527,1
101632,45537,Oui,Location,22,21,2,2698,1
101633,44892,Oui,Location,12,2,2,3337,0
101634,43677,Oui,Logement social,16,9,1,740,0
101635,52887,Oui,Location,10,9,2,1339,0
101636,44671,Oui,Location,16,9,2,3971,1
101637,44039,Oui,Location,17,6,2,109,1
101638,49850,Oui,Autre,5,1,2,1265,1
101639,50631,Oui,Location,26,21,2,2132,0
101640,56470,Oui,Location,31,15,2,390,0
101641,54777,Oui,Locataire gratuit,26,17,2,2814,1
101642,44597,Oui,Propriétaire,10,12,2,468,0
101643,44270,Oui,Propriétaire,3,22,2,962,1
101644,45712,Oui,Propriétaire,14,15,2,2216,0
101645,53307,Oui,Propriétaire,8,27,2,1984,1
101646,43977,Oui,Locataire gratuit,14,12,1,4763,1
101647,58785,Non,Location,31,16,2,1111,0
101648,55140,Non,Propriétaire,20,13,2,5095,0
101649,46501,Oui,Location,5,5,2,327,1
101650,45368,Non,Propriétaire,4,2,2,711,1
101651,43651,Oui,Location,4,11,2,527,1
101652,46119,Oui,Location,1,6,1,104,0
101653,45217,Non,Propriétaire,17,8,2,445,1
101654,44682,Oui,Location,12,9,1,1192,1
101655,45390,Oui,Propriétaire,3,2,2,154,0
101656,57388,Oui,Location,23,22,1,3450,0
101657,49789,Oui,Propriétaire,2,4,2,44,0
101658,47623,Oui,Propriétaire,12,7,2,1358,1
101659,44306,Oui,Propriétaire,15,19,2,7995,1
101660,43185,Non,Autre,0,8,1,20,0
101661,45194,Non,Propriétaire,15,10,2,1678,1
101662,43876,Oui,Location,13,0,2,98,1
101663,53550,Non,Locataire gratuit,11,23,1,544,1
101664,50816,Oui,Propriétaire,0,17,2,2031,1
101665,59944,Oui,Propriétaire,20,11,2,3894,0
101666,54451,Oui,Location,14,30,1,3312,1
101667,43794,Oui,Location,9,6,2,1430,0
101668,45452,Oui,Location,12,24,1,5490,1
101669,44787,Oui,Location,9,4,2,982,0
101670,53983,Oui,Location,1,9,2,2117,0
101671,44261,Non,Propriétaire,9,22,1,823,1
101672,43151,Non,Location,6,9,1,681,1
101673,50552,Oui,Propriétaire,5,23,1,466,0
101674,51385,Oui,Location,14,10,1,777,0
101675,47111,Oui,Location,1,14,2,1001,1
101676,48607,Oui,Location,19,23,2,985,1
101677,43593,Oui,Propriétaire,13,0,1,2315,0
101678,45706,Oui,Location,17,16,2,373,1
101679,44756,Oui,Propriétaire,19,6,1,2117,1
101680,44202,Oui,Propriétaire,8,0,2,748,0
101681,45715,Oui,Propriétaire,8,14,2,772,1
101682,43800,Oui,Propriétaire,0,4,2,725,0
101683,45049,Oui,Propriétaire,6,16,2,1345,1
101684,44974,Oui,Propriétaire,14,18,2,2772,0
101685,44956,Non,Location,21,21,2,806,1
101686,56087,Non,Propriétaire,27,18,1,4818,1
101687,48336,Non,Location,16,2,2,1227,0
101688,55642,Oui,Propriétaire,4,22,2,240,0
101689,52725,Oui,Propriétaire,26,9,2,12,0
101690,43795,Oui,Location,17,5,2,1171,0
101691,43650,Oui,Propriétaire,8,12,1,267,0
101692,43972,Oui,Location,0,13,1,340,1
101693,43330,Oui,Propriétaire,9,6,1,25,1
101694,59193,Oui,Propriétaire,26,0,2,2295,1
101695,44483,Non,Location,16,15,2,116,0
101696,43185,Oui,Propriétaire,1,9,2,1646,0
101697,50295,Non,Propriétaire,3,12,1,298,0
101698,46955,Non,Location,16,1,2,201,1
101699,51383,Non,Propriétaire,19,12,2,1119,1
101700,52540,Oui,Location,0,15,2,397,0
101701,55897,Non,Propriétaire,13,2,2,315,0
101702,44781,Oui,Propriétaire,15,4,1,331,0
101703,45217,Oui,Location,19,8,1,732,0
101704,44895,Oui,Location,8,0,2,888,1
101705,45209,Oui,Location,4,9,2,658,0
101706,45813,Non,Location,10,13,1,59,0
101707,43202,Oui,Propriétaire,17,7,1,1412,1
101708,45687,Oui,Propriétaire,22,16,2,1064,1
101709,49745,Non,Propriétaire,24,6,1,518,1
101710,53552,Oui,Location,19,22,2,1255,1
101711,52118,Oui,Location,17,22,2,2771,1
101712,55554,Oui,Propriétaire,27,0,1,708,0
101713,54792,Oui,Location,22,17,1,1223,0
101714,52973,Non,Location,13,3,1,2535,0
101715,52961,Oui,Location,17,4,1,1853,1
101716,43908,Non,Propriétaire,18,15,1,4242,0
101717,57718,Oui,Propriétaire,25,16,2,1555,1
101718,44052,Oui,Propriétaire,13,5,2,375,0
101719,44613,Non,Locataire gratuit,17,11,2,2134,0
101720,44193,Oui,Propriétaire,18,3,1,260,0
101721,45115,Oui,Propriétaire,11,13,2,5189,1
101722,43645,Oui,Propriétaire,5,13,2,502,0
101723,43474,Oui,Propriétaire,17,1,1,270,1
101724,43322,Oui,Propriétaire,15,6,2,218,1
101725,49678,Oui,Propriétaire,11,8,2,564,0
101726,56849,Oui,Propriétaire,4,4,1,117,1
101727,50808,Non,Location,19,18,2,457,0
101728,58505,Oui,Propriétaire,11,9,2,668,0
101729,51945,Non,Locataire gratuit,19,0,1,25,1
101730,49075,Non,Propriétaire,7,16,2,133,0
101731,56087,Oui,Location,14,16,2,1386,1
101732,53115,Oui,Propriétaire,12,1,2,674,0
101733,49008,Oui,Location,10,16,2,216,0
101734,54013,Oui,Location,9,4,1,996,0
101735,53195,Non,Propriétaire,8,31,2,7757,1
101736,52896,Oui,Propriétaire,19,6,2,1655,1
101737,54603,Non,Propriétaire,8,30,2,1562,1
101738,48511,Non,Propriétaire,21,25,1,793,0
101739,59036,Oui,Propriétaire,7,6,1,495,1
101740,53559,Oui,Propriétaire,7,19,2,2646,0
101741,44997,Non,Locataire gratuit,6,18,1,1238,1
101742,44442,Oui,Location,12,16,1,578,0
101743,44187,Oui,Propriétaire,19,3,1,693,0
101744,44617,Non,Location,4,10,2,154,1
101745,44684,Oui,Propriétaire,6,9,1,194,1
101746,44831,Oui,Location,15,2,1,1597,1
101747,43482,Oui,Propriétaire,4,1,1,361,1
101748,43989,Oui,Propriétaire,8,10,1,30,1
101749,43957,Non,Propriétaire,18,13,2,286,1
101750,47833,Oui,Propriétaire,9,6,1,854,0
101751,56891,Non,Propriétaire,26,1,1,1543,1
101752,58026,Oui,Location,17,13,1,6156,0
101753,53791,Oui,Location,1,15,1,1844,1
101754,59463,Non,Propriétaire,2,9,2,1298,1
101755,44159,Oui,Location,6,4,1,1110,0
101756,59508,Oui,Propriétaire,2,19,1,3671,1
101757,51219,Oui,Location,14,15,2,1292,1
101758,56486,Oui,Propriétaire,5,11,1,696,1
101759,47623,Non,Propriétaire,23,7,1,784,1
101760,49007,Non,Propriétaire,14,18,1,13360,0
101761,43895,Oui,Propriétaire,7,18,1,446,1
101762,55497,Oui,Location,7,3,1,637,1
101763,45066,Oui,Location,16,15,1,860,1
101764,44202,Non,Propriétaire,1,23,2,2611,0
101765,45518,Oui,Propriétaire,17,22,1,8231,1
101766,43890,Oui,Propriétaire,19,18,2,505,1
101767,44772,Oui,Propriétaire,9,6,1,469,0
101768,44271,Oui,Location,17,20,1,284,1
101769,43874,Non,Location,18,0,2,1320,1
101770,43888,Oui,Location,16,21,1,3820,1
101771,44194,Oui,Location,16,2,2,1007,1
101772,53201,Non,Propriétaire,18,29,1,17134,0
101773,45238,Oui,Location,9,6,2,326,1
101774,54673,Oui,Propriétaire,15,22,2,3086,1
101775,46949,Oui,Propriétaire,0,2,2,1634,1
101776,57689,Non,Location,25,19,1,331,1
101777,45869,Oui,Location,21,8,2,71,1
101778,43799,Oui,Propriétaire,11,4,1,145,0
101779,47026,Non,Propriétaire,23,18,2,1368,0
101780,46645,Non,Propriétaire,19,4,1,884,0
101781,44048,Non,Propriétaire,0,6,1,222,0
101782,45970,Non,Propriétaire,11,7,1,579,0
101783,45949,Non,Location,17,7,1,3865,0
101784,45659,Oui,Propriétaire,12,17,1,9466,1
101785,43750,Non,Propriétaire,13,6,1,988,1
101786,44318,Oui,Propriétaire,8,19,1,2096,0
101787,43761,Non,Propriétaire,10,6,1,1418,0
101788,45673,Oui,Propriétaire,22,16,1,359,0
101789,54938,Non,Propriétaire,5,15,2,268,0
101790,49409,Oui,Propriétaire,11,12,2,107,1
101791,54021,Oui,Location,2,4,1,101,1
101792,48084,Oui,Location,10,3,2,555,1
101793,50799,Oui,Location,22,19,2,1919,0
101794,46785,Oui,Location,14,4,1,1227,1
101795,53365,Oui,Location,21,26,1,3819,0
101796,50515,Non,Location,3,5,1,1642,1
101797,55421,Non,Location,11,3,2,1169,0
101798,47734,Oui,Logement social,23,6,2,2631,1
101799,44449,Oui,Location,9,16,1,4168,0
101800,55777,Oui,Location,1,11,2,453,0
101801,47422,Oui,Location,11,12,2,2010,1
101802,50302,Oui,Location,20,9,2,455,0
101803,44095,Oui,Location,13,4,1,368,0
101804,45153,Non,Location,2,13,2,804,1
101805,43820,Non,Propriétaire,3,3,2,230,0
101806,43633,Oui,Locataire gratuit,14,16,1,6100,0
101807,43976,Non,Locataire gratuit,18,12,2,745,0
101808,43835,Oui,Propriétaire,3,1,2,1501,1
101809,45621,Oui,Location,1,19,1,1878,0
101810,45849,Non,Location,13,9,2,364,1
101811,43408,Oui,Propriétaire,10,4,2,1106,0
101812,44394,Non,Propriétaire,20,17,1,2041,0
101813,43982,Oui,Propriétaire,13,11,2,1055,0
101814,44936,Oui,Propriétaire,1,22,1,4502,0
101815,57004,Oui,Location,14,31,1,3561,0
101816,52545,Oui,Propriétaire,25,14,1,1125,0
101817,48061,Oui,Location,3,5,2,296,0
101818,50075,Oui,Location,4,18,2,3768,0
101819,43303,Oui,Propriétaire,2,7,2,866,1
101820,45159,Non,Propriétaire,6,12,1,2310,0
101821,48931,Oui,Propriétaire,11,19,2,652,0
101822,44363,Oui,Propriétaire,5,19,1,1609,1
101823,44413,Oui,Location,13,16,2,885,0
101824,49988,Oui,Location,14,21,2,2660,0
101825,45450,Oui,Propriétaire,15,24,1,4217,0
101826,45081,Non,Propriétaire,14,15,2,713,1
101827,47470,Non,Location,9,12,1,2111,0
101828,44272,Oui,Propriétaire,12,20,1,645,1
101829,44460,Oui,Propriétaire,4,16,1,3467,1
101830,43707,Oui,Propriétaire,8,9,1,1131,0
101831,45419,Oui,Propriétaire,1,2,2,231,0
101832,45721,Oui,Propriétaire,3,14,1,294,1
101833,45103,Non,Propriétaire,21,14,1,2327,1
101834,55112,Oui,Autre,10,14,2,4113,1
101835,46823,Oui,Propriétaire,22,2,1,94,1
101836,56590,Oui,Propriétaire,27,8,2,332,0
101837,57683,Oui,Propriétaire,14,24,1,3275,1
101838,55752,Oui,Propriétaire,5,11,2,2048,1
101839,46168,Oui,Location,0,6,1,3762,1
101840,55565,Non,Location,23,0,2,2219,0
101841,50076,Oui,Propriétaire,0,17,1,460,1
101842,45750,Oui,Propriétaire,13,13,1,1930,1
101843,45904,Oui,Propriétaire,22,7,1,60,0
101844,44477,Non,Propriétaire,19,15,1,351,0
101845,45841,Non,Propriétaire,11,12,2,4159,0
101846,44010,Oui,Propriétaire,4,7,2,542,1
101847,44378,Oui,Location,9,18,2,306,0
101848,45246,Non,Location,6,5,1,737,1
101849,45266,Non,Location,3,5,1,6805,0
101850,43362,Oui,Location,15,4,2,434,1
101851,59393,Non,Location,34,18,2,2746,0
101852,56523,Oui,Location,20,10,1,2066,0
101853,55390,Non,Propriétaire,23,3,1,812,0
101854,50445,Oui,Location,10,8,1,237,1
101855,49529,Oui,Location,9,10,1,342,0
101856,47161,Oui,Propriétaire,0,13,2,1096,1
101857,47019,Non,Propriétaire,11,21,1,1138,1
101858,53731,Non,Propriétaire,26,16,2,13160,1
101859,43514,Oui,Location,17,0,2,274,0
101860,52495,Non,Location,18,16,2,2527,1
101861,45537,Oui,Location,22,21,2,2698,1
101862,55215,Oui,Propriétaire,1,6,2,1930,0
101863,44892,Oui,Propriétaire,12,2,2,3337,0
101864,52173,Oui,Location,4,22,2,689,0
101865,49407,Non,Location,23,13,2,1793,0
101866,49415,Oui,Location,17,11,1,150,0
101867,43622,Oui,Location,8,18,1,3828,1
101868,44298,Non,Location,16,19,2,763,0
101869,45463,Oui,Propriétaire,2,23,2,478,1
101870,44705,Oui,Propriétaire,0,8,1,230,0
101871,50621,Non,Propriétaire,24,22,2,1047,0
