ID,Montant_du_pret,Prix_de_Vente,Localisation
108401,61400,950000,110
108402,33800,210000,120
108403,79550,222500,101
108404,82500,215000,120
108405,96900,240000,120
108406,101650,150000,100
108407,58600,240000,120
108408,89150,310000,100
108409,114200,185000,101
108410,73850,103000,101
108411,89250,650000,101
108412,84650,349000,100
108413,59150,170000,120
108414,44300,159900,100
108415,83900,165000,100
108416,86150,235000,100
108417,69150,254500,130
108418,93650,420000,111
108419,119500,125000,130
108420,79150,190000,100
108421,62850,155000,130
108422,93050,235000,100
108423,42150,500000,130
108424,66050,284500,120
108425,169350,164000,101
108426,46000,875000,100
108427,53150,125000,100
108428,69400,325000,100
108429,71950,275000,100
108430,57250,117000,100
108431,77750,125000,101
108432,53700,150000,100
108433,74800,290000,110
108434,49000,149900,101
108435,91000,273500,120
108436,104550,309534,110
108437,109100,145000,130
108438,111050,156000,100
108439,136450,600000,100
108440,89750,260000,110
108441,77600,150000,100
108442,95500,260000,120
108443,89150,193000,101
108444,101050,537500,100
108445,80700,176000,100
108446,76000,300000,100
108447,93100,185000,100
108448,9250,275000,100
108449,39650,1290000,110
108450,87900,161000,100
108451,83750,499250,100
108452,58050,410000,101
108453,78100,350000,110
108454,129200,200000,130
108455,55450,570000,100
108456,159050,153000,100
108457,118550,173900,100
108458,47650,222000,100
108459,77350,210000,100
108460,105950,135000,130
108461,70050,165000,111
108462,42400,110000,100
108463,86300,290000,100
108464,243750,200000,100
108465,90850,400000,110
108466,89800,229500,100
108467,66050,255000,100
108468,129150,162000,101
108469,164850,260000,130
108470,69600,348500,100
108471,79500,1060000,101
108472,61850,200000,130
108473,102950,258000,100
108474,72400,220000,100
108475,85500,565000,120
108476,162750,197307,100
108477,55150,160000,120
108478,118750,180000,100
108479,97200,300000,110
108480,99150,315000,100
108481,92400,325000,100
108482,88100,220000,100
108483,69550,145000,130
108484,60450,475000,110
108485,101550,299000,101
108486,92800,132000,100
108487,130100,149000,100
108488,170500,340000,100
108489,70600,443000,100
108490,92400,150876,100
108491,112450,192500,100
108492,66700,185000,100
108493,82250,235000,130
108494,97450,190000,130
108495,122300,355000,100
108496,105000,265000,100
108497,60200,185000,111
108498,65100,300000,100
108499,102500,230000,100
108500,127250,106300,130
108501,107150,245000,130
108502,143550,150000,100
108503,84500,258000,100
108504,62150,285000,100
108505,123150,330000,100
108506,104900,535000,100
108507,87300,285000,100
108508,89000,146000,130
108509,120950,395000,110
108510,73300,650000,110
108511,51450,350000,100
108512,122200,144000,100
108513,92600,195000,100
108514,122100,195000,100
108515,106050,182500,130
108516,101000,287500,100
108517,94050,500000,110
108518,110150,360000,110
108519,67200,121000,100
108520,80600,147000,100
108521,96800,190500,100
108522,60950,150000,110
108523,102200,75000,100
108524,120650,190000,100
108525,77950,190000,100
108526,73250,250000,110
108527,46650,165000,100
108528,96450,210000,100
108529,80400,270000,100
108530,84300,140000,110
108531,92550,104000,130
108532,100950,170000,100
108533,92900,192000,100
108534,93650,125000,100
108535,92000,131500,100
108536,79250,245000,100
108537,55750,185000,100
108538,145100,265000,100
108539,65750,281915,100
108540,66050,265000,100
108541,101850,281915,100
108542,66850,565000,100
108543,125200,385000,120
108544,118850,440000,110
108545,93850,675000,130
108546,113550,209000,101
108547,48500,110000,110
108548,82900,220000,130
108549,133500,350000,100
108550,101800,235000,100
108551,74450,582000,120
108552,53000,175000,130
108553,213600,550000,100
108554,43200,650000,391
108555,68450,400000,100
108556,93400,157500,131
108557,71800,231000,130
108558,93100,250000,120
108559,79950,345000,110
108560,48550,365000,110
108561,86450,345000,110
108562,179850,365000,110
108563,34250,250000,130
108564,103750,195000,100
108565,88850,1000000,110
108566,98200,905000,110
108567,111950,175000,110
108568,97200,140000,100
108569,89500,180000,100
108570,64850,180000,101
108571,56250,180000,100
108572,84100,170000,120
108573,133500,215000,100
108574,57200,275000,111
108575,99400,350000,120
108576,90650,330000,100
108577,93850,447000,100
108578,109150,190000,100
108579,86700,199000,100
108580,85600,185000,130
108581,120500,270000,130
108582,100700,199000,100
108583,86100,250000,120
108584,163350,335000,100
108585,62200,215000,100
108586,65900,235000,120
108587,84500,260000,100
108588,87750,200000,130
108589,102750,285000,100
108590,60950,219000,100
108591,130750,167000,100
108592,82650,285000,100
108593,45350,455000,100
108594,129650,285000,100
108595,115850,270000,100
108596,31100,299500,100
108597,119500,430000,121
108598,118850,220000,111
108599,101000,190000,100
108600,70550,240000,110
108601,52900,360000,110
108602,108950,260000,100
108603,86300,135000,100
108604,115800,237500,110
108605,41500,474000,110
108606,104100,238000,101
108607,78450,200000,111
108608,133250,155500,100
108609,89100,215000,100
108610,69150,282000,130
108611,102700,288500,100
108612,92400,250000,110
108613,94750,130000,100
108614,61650,260000,100
108615,111450,330000,120
108616,166300,359850,100
108617,74150,275000,130
108618,85400,545000,100
108619,90700,325000,100
108620,147950,545000,100
108621,103400,325000,100
108622,60900,265000,100
108623,44550,250000,100
108624,40700,498500,100
108625,114700,145000,100
108626,90100,280000,110
108627,114550,315000,120
108628,58400,368000,101
108629,73200,475000,110
108630,125000,325000,100
108631,117100,242500,110
108632,117200,200000,120
108633,51400,207000,100
108634,110900,105000,101
108635,109950,105000,101
108636,104200,105000,101
108637,53650,105000,101
108638,93400,200000,100
108639,73650,275000,130
108640,76650,305000,130
108641,69200,179000,130
108642,132200,275000,130
108643,94200,305000,130
108644,92850,370000,110
108645,40650,290000,130
108646,129150,273000,120
108647,53300,252500,100
108648,87500,290000,100
108649,72600,250000,120
108650,80750,300000,130
108651,79450,378000,100
108652,98800,750000,110
108653,94400,150000,100
108654,94900,260000,100
108655,109150,390000,100
108656,90200,143000,101
108657,75900,215000,100
108658,100400,328000,100
108659,81750,295000,100
108660,101500,295000,100
108661,98450,540000,110
108662,71500,140000,101
108663,83400,285000,100
108664,117750,275000,100
108665,95850,319000,100
108666,108250,211000,130
108667,76100,410000,100
108668,80100,323600,100
108669,97950,175000,130
108670,72900,320000,110
108671,105900,275000,100
108672,5400,350000,100
108673,68800,380000,110
108674,28250,425000,100
108675,61500,625000,100
108676,117500,455000,100
108677,74300,260000,101
108678,105100,425000,110
108679,93400,2095000,101
108680,44150,170000,100
108681,128200,180000,130
108682,104550,170000,100
108683,129850,137000,100
108684,95150,264000,130
108685,44150,98000,100
108686,112850,153000,100
108687,78000,355000,100
108688,75350,245000,130
108689,79550,222500,101
108690,82500,215000,120
108691,58600,240000,120
108692,89150,310000,100
108693,73850,103000,101
108694,86150,235000,100
108695,79150,190000,100
108696,62850,155000,130
108697,93050,235000,100
108698,66050,284500,120
108699,169350,164000,101
108700,53700,150000,100
108701,74800,290000,110
108702,109100,145000,130
108703,111050,156000,100
108704,89750,260000,110
108705,77600,150000,100
108706,95500,260000,120
108707,89150,193000,101
108708,80700,176000,100
108709,9250,275000,100
108710,83750,499250,100
108711,58050,410000,101
108712,55450,570000,100
108713,159050,153000,100
108714,118550,173900,100
108715,70050,165000,111
108716,42400,110000,100
108717,243750,200000,100
108718,66050,255000,100
108719,129150,162000,101
108720,69600,348500,100
108721,162750,197307,100
108722,118750,180000,100
108723,99150,315000,100
108724,92400,325000,100
108725,69550,145000,130
108726,60450,475000,110
108727,92800,132000,100
108728,130100,149000,100
108729,170500,340000,100
108730,112450,192500,100
108731,65100,300000,100
108732,102500,230000,100
108733,107150,245000,130
108734,143550,150000,100
108735,62150,285000,100
108736,87300,285000,100
108737,89000,146000,130
108738,92600,195000,100
108739,106050,182500,130
108740,67200,121000,100
108741,120650,190000,100
108742,77950,190000,100
108743,84300,140000,110
108744,92900,192000,100
108745,93650,125000,100
108746,79250,245000,100
108747,118850,440000,110
108748,113550,209000,101
108749,82900,220000,130
108750,213600,550000,100
108751,71800,231000,130
108752,93100,250000,120
108753,34250,250000,130
108754,103750,195000,100
108755,88850,1000000,110
108756,111950,175000,110
108757,109150,190000,100
108758,85600,185000,130
108759,120500,270000,130
108760,65900,235000,120
108761,45350,455000,100
108762,31100,299500,100
108763,70550,240000,110
108764,108950,260000,100
108765,86300,135000,100
108766,78450,200000,111
108767,89100,215000,100
108768,94750,130000,100
108769,111450,330000,120
108770,74150,275000,130
108771,85400,545000,100
108772,90700,325000,100
108773,103400,325000,100
108774,60900,265000,100
108775,114700,145000,100
108776,114550,315000,120
108777,73200,475000,110
108778,117100,242500,110
108779,53650,105000,101
108780,93400,200000,100
108781,73650,275000,130
108782,132200,275000,130
108783,94200,305000,130
108784,129150,273000,120
108785,53300,252500,100
108786,72600,250000,120
108787,80750,300000,130
108788,98800,750000,110
108789,94400,150000,100
108790,90200,143000,101
108791,100400,328000,100
108792,81750,295000,100
108793,95850,319000,100
108794,80100,323600,100
108795,72900,320000,110
108796,68800,380000,110
108797,74300,260000,101
108798,105100,425000,110
108799,44150,170000,100
108800,128200,180000,130
108801,72750,145000,100
108802,107600,145000,110
108803,104550,170000,100
108804,129850,137000,100
108805,73400,259000,100
108806,90850,280000,110
108807,95150,264000,130
108808,81500,170000,100
108809,89100,95000,101
108810,37050,575000,120
108811,59250,349900,130
108812,44150,98000,100
108813,112850,153000,100
108814,78000,355000,100
108815,74100,525000,100
108816,96300,355000,100
108817,73500,525000,100
108818,75350,245000,130
108819,81250,235000,100
108820,61400,950000,110
108821,33800,210000,120
108822,79550,222500,101
108823,82500,215000,120
108824,96900,240000,120
108825,101650,150000,100
108826,58600,240000,120
108827,89150,310000,100
108828,114200,185000,101
108829,73850,103000,101
108830,89250,650000,101
108831,84650,349000,100
108832,59150,170000,120
108833,44300,159900,100
108834,83900,165000,100
108835,86150,235000,100
108836,69150,254500,130
108837,93650,420000,111
108838,119500,125000,130
108839,79150,190000,100
108840,62850,155000,130
108841,93050,235000,100
108842,42150,500000,130
108843,66050,284500,120
108844,169350,164000,101
108845,46000,875000,100
108846,53150,125000,100
108847,69400,325000,100
108848,71950,275000,100
108849,57250,117000,100
108850,77750,125000,101
108851,53700,150000,100
108852,74800,290000,110
108853,49000,149900,101
108854,91000,273500,120
108855,104550,309534,110
108856,109100,145000,130
108857,111050,156000,100
108858,136450,600000,100
108859,89750,260000,110
108860,77600,150000,100
108861,95500,260000,120
108862,89150,193000,101
108863,101050,537500,100
108864,80700,176000,100
108865,76000,300000,100
108866,93100,185000,100
108867,9250,275000,100
108868,39650,1290000,110
108869,87900,161000,100
108870,83750,499250,100
108871,58050,410000,101
108872,78100,350000,110
108873,129200,200000,130
108874,55450,570000,100
108875,159050,153000,100
108876,118550,173900,100
108877,47650,222000,100
108878,77350,210000,100
108879,105950,135000,130
108880,70050,165000,111
108881,42400,110000,100
108882,86300,290000,100
108883,243750,200000,100
108884,90850,400000,110
108885,89800,229500,100
108886,66050,255000,100
108887,129150,162000,101
108888,164850,260000,130
108889,69600,348500,100
108890,79500,1060000,101
108891,61850,200000,130
108892,102950,258000,100
108893,72400,220000,100
108894,85500,565000,120
108895,162750,197307,100
108896,55150,160000,120
108897,118750,180000,100
108898,97200,300000,110
108899,99150,315000,100
108900,92400,325000,100
108901,88100,220000,100
108902,69550,145000,130
108903,60450,475000,110
108904,101550,299000,101
108905,92800,132000,100
108906,130100,149000,100
108907,170500,340000,100
108908,70600,443000,100
108909,92400,150876,100
108910,112450,192500,100
108911,66700,185000,100
108912,82250,235000,130
108913,97450,190000,130
108914,122300,355000,100
108915,105000,265000,100
108916,60200,185000,111
108917,65100,300000,100
108918,102500,230000,100
108919,127250,106300,130
108920,107150,245000,130
108921,143550,150000,100
108922,84500,258000,100
108923,62150,285000,100
108924,123150,330000,100
108925,104900,535000,100
108926,87300,285000,100
108927,89000,146000,130
108928,120950,395000,110
108929,73300,650000,110
108930,51450,350000,100
108931,122200,144000,100
108932,92600,195000,100
108933,122100,195000,100
108934,106050,182500,130
108935,101000,287500,100
108936,94050,500000,110
108937,110150,360000,110
108938,67200,121000,100
108939,80600,147000,100
108940,96800,190500,100
108941,60950,150000,110
108942,102200,75000,100
108943,120650,190000,100
108944,77950,190000,100
108945,73250,250000,110
108946,46650,165000,100
108947,96450,210000,100
108948,80400,270000,100
108949,84300,140000,110
108950,92550,104000,130
108951,100950,170000,100
108952,92900,192000,100
108953,93650,125000,100
108954,92000,131500,100
108955,79250,245000,100
108956,55750,185000,100
108957,145100,265000,100
108958,65750,281915,100
108959,66050,265000,100
108960,101850,281915,100
108961,66850,565000,100
108962,125200,385000,120
108963,118850,440000,110
108964,93850,675000,130
108965,113550,209000,101
108966,48500,110000,110
108967,82900,220000,130
108968,133500,350000,100
108969,101800,235000,100
108970,74450,582000,120
108971,53000,175000,130
108972,213600,550000,100
108973,43200,650000,391
108974,68450,400000,100
108975,93400,157500,131
108976,71800,231000,130
108977,93100,250000,120
108978,79950,345000,110
108979,48550,365000,110
108980,86450,345000,110
108981,179850,365000,110
108982,34250,250000,130
108983,103750,195000,100
108984,88850,1000000,110
108985,98200,905000,110
108986,111950,175000,110
108987,97200,140000,100
108988,89500,180000,100
108989,64850,180000,101
108990,56250,180000,100
108991,84100,170000,120
108992,133500,215000,100
108993,57200,275000,111
108994,99400,350000,120
108995,90650,330000,100
108996,93850,447000,100
108997,109150,190000,100
108998,86700,199000,100
108999,85600,185000,130
109000,120500,270000,130
109001,100700,199000,100
109002,86100,250000,120
109003,163350,335000,100
109004,62200,215000,100
109005,65900,235000,120
109006,84500,260000,100
109007,87750,200000,130
109008,102750,285000,100
109009,60950,219000,100
109010,130750,167000,100
109011,82650,285000,100
109012,45350,455000,100
109013,129650,285000,100
109014,115850,270000,100
109015,31100,299500,100
109016,119500,430000,121
109017,118850,220000,111
109018,101000,190000,100
109019,70550,240000,110
109020,52900,360000,110
109021,108950,260000,100
109022,86300,135000,100
109023,115800,237500,110
109024,41500,474000,110
109025,104100,238000,101
109026,78450,200000,111
109027,133250,155500,100
109028,89100,215000,100
109029,69150,282000,130
109030,102700,288500,100
109031,92400,250000,110
109032,94750,130000,100
109033,61650,260000,100
109034,111450,330000,120
109035,166300,359850,100
109036,74150,275000,130
109037,85400,545000,100
109038,90700,325000,100
109039,147950,545000,100
109040,103400,325000,100
109041,60900,265000,100
109042,44550,250000,100
109043,40700,498500,100
109044,114700,145000,100
109045,90100,280000,110
109046,114550,315000,120
109047,58400,368000,101
109048,73200,475000,110
109049,125000,325000,100
109050,117100,242500,110
109051,117200,200000,120
109052,51400,207000,100
109053,110900,105000,101
109054,109950,105000,101
109055,104200,105000,101
109056,53650,105000,101
109057,93400,200000,100
109058,73650,275000,130
109059,76650,305000,130
109060,69200,179000,130
109061,132200,275000,130
109062,94200,305000,130
109063,92850,370000,110
109064,40650,290000,130
109065,129150,273000,120
109066,53300,252500,100
109067,87500,290000,100
109068,72600,250000,120
109069,80750,300000,130
109070,79450,378000,100
109071,98800,750000,110
109072,94400,150000,100
109073,94900,260000,100
109074,109150,390000,100
109075,90200,143000,101
109076,75900,215000,100
109077,100400,328000,100
109078,81750,295000,100
109079,101500,295000,100
109080,98450,540000,110
109081,71500,140000,101
109082,83400,285000,100
109083,117750,275000,100
109084,95850,319000,100
109085,108250,211000,130
109086,76100,410000,100
109087,80100,323600,100
109088,97950,175000,130
109089,72900,320000,110
109090,105900,275000,100
109091,5400,350000,100
109092,68800,380000,110
109093,28250,425000,100
109094,61500,625000,100
109095,117500,455000,100
109096,74300,260000,101
109097,105100,425000,110
109098,93400,2095000,101
109099,44150,170000,100
109100,128200,180000,130
109101,104550,170000,100
109102,129850,137000,100
109103,95150,264000,130
109104,44150,98000,100
109105,112850,153000,100
109106,78000,355000,100
109107,75350,245000,130
109108,79550,222500,101
109109,82500,215000,120
109110,58600,240000,120
109111,89150,310000,100
109112,73850,103000,101
109113,86150,235000,100
109114,79150,190000,100
109115,62850,155000,130
109116,93050,235000,100
109117,66050,284500,120
109118,169350,164000,101
109119,53700,150000,100
109120,74800,290000,110
109121,109100,145000,130
109122,111050,156000,100
109123,89750,260000,110
109124,77600,150000,100
109125,95500,260000,120
109126,89150,193000,101
109127,80700,176000,100
109128,9250,275000,100
109129,83750,499250,100
109130,58050,410000,101
109131,55450,570000,100
109132,159050,153000,100
109133,118550,173900,100
109134,70050,165000,111
109135,42400,110000,100
109136,243750,200000,100
109137,66050,255000,100
109138,129150,162000,101
109139,69600,348500,100
109140,162750,197307,100
109141,118750,180000,100
109142,99150,315000,100
109143,92400,325000,100
109144,69550,145000,130
109145,60450,475000,110
109146,92800,132000,100
109147,130100,149000,100
109148,170500,340000,100
109149,112450,192500,100
109150,65100,300000,100
109151,102500,230000,100
109152,107150,245000,130
109153,143550,150000,100
109154,62150,285000,100
109155,87300,285000,100
109156,89000,146000,130
109157,92600,195000,100
109158,106050,182500,130
109159,67200,121000,100
109160,120650,190000,100
109161,77950,190000,100
109162,84300,140000,110
109163,92900,192000,100
109164,93650,125000,100
109165,79250,245000,100
109166,118850,440000,110
109167,113550,209000,101
109168,82900,220000,130
109169,213600,550000,100
109170,71800,231000,130
109171,93100,250000,120
109172,34250,250000,130
109173,103750,195000,100
109174,88850,1000000,110
109175,111950,175000,110
109176,109150,190000,100
109177,85600,185000,130
109178,120500,270000,130
109179,65900,235000,120
109180,45350,455000,100
109181,31100,299500,100
109182,70550,240000,110
109183,108950,260000,100
109184,86300,135000,100
109185,78450,200000,111
109186,89100,215000,100
109187,94750,130000,100
109188,111450,330000,120
109189,74150,275000,130
109190,85400,545000,100
109191,90700,325000,100
109192,103400,325000,100
109193,60900,265000,100
109194,114700,145000,100
109195,114550,315000,120
109196,73200,475000,110
109197,117100,242500,110
109198,53650,105000,101
109199,93400,200000,100
109200,73650,275000,130
109201,132200,275000,130
109202,94200,305000,130
109203,129150,273000,120
109204,53300,252500,100
109205,72600,250000,120
109206,80750,300000,130
109207,98800,750000,110
109208,94400,150000,100
109209,90200,143000,101
109210,100400,328000,100
109211,81750,295000,100
109212,95850,319000,100
109213,80100,323600,100
109214,72900,320000,110
109215,68800,380000,110
109216,74300,260000,101
109217,105100,425000,110
109218,44150,170000,100
109219,128200,180000,130
109220,72750,145000,100
109221,107600,145000,110
109222,104550,170000,100
109223,129850,137000,100
109224,73400,259000,100
109225,90850,280000,110
109226,95150,264000,130
109227,81500,170000,100
109228,89100,95000,101
109229,37050,575000,120
109230,59250,349900,130
109231,44150,98000,100
109232,112850,153000,100
109233,78000,355000,100
109234,74100,525000,100
109235,96300,355000,100
109236,73500,525000,100
109237,75350,245000,130
109238,81250,235000,100
109239,61400,950000,110
109240,33800,210000,120
109241,79550,222500,101
109242,82500,215000,120
109243,96900,240000,120
109244,101650,150000,100
109245,58600,240000,120
109246,89150,310000,100
109247,114200,185000,101
109248,73850,103000,101
109249,89250,650000,101
109250,84650,349000,100
109251,59150,170000,120
109252,44300,159900,100
109253,83900,165000,100
109254,86150,235000,100
109255,69150,254500,130
109256,93650,420000,111
109257,119500,125000,130
109258,79150,190000,100
109259,62850,155000,130
109260,93050,235000,100
109261,42150,500000,130
109262,66050,284500,120
109263,169350,164000,101
109264,46000,875000,100
109265,53150,125000,100
109266,69400,325000,100
109267,71950,275000,100
109268,57250,117000,100
109269,77750,125000,101
109270,53700,150000,100
109271,74800,290000,110
109272,49000,149900,101
109273,91000,273500,120
109274,104550,309534,110
109275,109100,145000,130
109276,111050,156000,100
109277,136450,600000,100
109278,89750,260000,110
109279,77600,150000,100
109280,95500,260000,120
109281,89150,193000,101
109282,101050,537500,100
109283,80700,176000,100
109284,76000,300000,100
109285,93100,185000,100
109286,9250,275000,100
109287,39650,1290000,110
109288,87900,161000,100
109289,83750,499250,100
109290,58050,410000,101
109291,78100,350000,110
109292,129200,200000,130
109293,55450,570000,100
109294,159050,153000,100
109295,118550,173900,100
109296,47650,222000,100
109297,77350,210000,100
109298,105950,135000,130
109299,70050,165000,111
109300,42400,110000,100
109301,86300,290000,100
109302,243750,200000,100
109303,90850,400000,110
109304,89800,229500,100
109305,66050,255000,100
109306,129150,162000,101
109307,164850,260000,130
109308,69600,348500,100
109309,79500,1060000,101
109310,61850,200000,130
109311,102950,258000,100
109312,72400,220000,100
109313,85500,565000,120
109314,162750,197307,100
109315,55150,160000,120
109316,118750,180000,100
109317,97200,300000,110
109318,99150,315000,100
109319,92400,325000,100
109320,88100,220000,100
109321,69550,145000,130
109322,60450,475000,110
109323,101550,299000,101
109324,92800,132000,100
109325,130100,149000,100
109326,170500,340000,100
109327,70600,443000,100
109328,92400,150876,100
109329,112450,192500,100
109330,66700,185000,100
109331,82250,235000,130
109332,97450,190000,130
109333,122300,355000,100
109334,105000,265000,100
109335,60200,185000,111
109336,65100,300000,100
109337,102500,230000,100
109338,127250,106300,130
109339,107150,245000,130
109340,143550,150000,100
109341,84500,258000,100
109342,62150,285000,100
109343,123150,330000,100
109344,104900,535000,100
109345,87300,285000,100
109346,89000,146000,130
109347,120950,395000,110
109348,73300,650000,110
109349,51450,350000,100
109350,122200,144000,100
109351,92600,195000,100
109352,122100,195000,100
109353,106050,182500,130
109354,101000,287500,100
109355,94050,500000,110
109356,110150,360000,110
109357,67200,121000,100
109358,80600,147000,100
109359,96800,190500,100
109360,60950,150000,110
109361,102200,75000,100
109362,120650,190000,100
109363,77950,190000,100
109364,73250,250000,110
109365,46650,165000,100
109366,96450,210000,100
109367,80400,270000,100
109368,84300,140000,110
109369,92550,104000,130
109370,100950,170000,100
109371,92900,192000,100
109372,93650,125000,100
109373,92000,131500,100
109374,79250,245000,100
109375,55750,185000,100
109376,145100,265000,100
109377,65750,281915,100
109378,66050,265000,100
109379,101850,281915,100
109380,66850,565000,100
109381,125200,385000,120
109382,118850,440000,110
109383,93850,675000,130
109384,113550,209000,101
109385,48500,110000,110
109386,82900,220000,130
109387,133500,350000,100
109388,101800,235000,100
109389,74450,582000,120
109390,53000,175000,130
109391,213600,550000,100
109392,43200,650000,391
109393,68450,400000,100
109394,93400,157500,131
109395,71800,231000,130
109396,93100,250000,120
109397,79950,345000,110
109398,48550,365000,110
109399,86450,345000,110
109400,179850,365000,110
109401,34250,250000,130
109402,103750,195000,100
109403,88850,1000000,110
109404,98200,905000,110
109405,111950,175000,110
109406,97200,140000,100
109407,89500,180000,100
109408,64850,180000,101
109409,56250,180000,100
109410,84100,170000,120
109411,133500,215000,100
109412,57200,275000,111
109413,99400,350000,120
109414,90650,330000,100
109415,93850,447000,100
109416,109150,190000,100
109417,86700,199000,100
109418,85600,185000,130
109419,120500,270000,130
109420,100700,199000,100
109421,86100,250000,120
109422,163350,335000,100
109423,62200,215000,100
109424,65900,235000,120
109425,84500,260000,100
109426,87750,200000,130
109427,102750,285000,100
109428,60950,219000,100
109429,130750,167000,100
109430,82650,285000,100
109431,45350,455000,100
109432,129650,285000,100
109433,115850,270000,100
109434,31100,299500,100
109435,119500,430000,121
109436,118850,220000,111
109437,101000,190000,100
109438,70550,240000,110
109439,52900,360000,110
109440,108950,260000,100
109441,86300,135000,100
109442,115800,237500,110
109443,41500,474000,110
109444,104100,238000,101
109445,78450,200000,111
109446,133250,155500,100
109447,89100,215000,100
109448,69150,282000,130
109449,102700,288500,100
109450,92400,250000,110
109451,94750,130000,100
109452,61650,260000,100
109453,111450,330000,120
109454,166300,359850,100
109455,74150,275000,130
109456,85400,545000,100
109457,90700,325000,100
109458,147950,545000,100
109459,103400,325000,100
109460,60900,265000,100
109461,44550,250000,100
109462,40700,498500,100
109463,114700,145000,100
109464,90100,280000,110
109465,114550,315000,120
109466,58400,368000,101
109467,73200,475000,110
109468,125000,325000,100
109469,117100,242500,110
109470,117200,200000,120
109471,51400,207000,100
109472,110900,105000,101
109473,109950,105000,101
109474,104200,105000,101
109475,53650,105000,101
109476,93400,200000,100
109477,73650,275000,130
109478,76650,305000,130
109479,69200,179000,130
109480,132200,275000,130
109481,94200,305000,130
109482,92850,370000,110
109483,40650,290000,130
109484,129150,273000,120
109485,53300,252500,100
109486,87500,290000,100
109487,72600,250000,120
109488,80750,300000,130
109489,79450,378000,100
109490,98800,750000,110
109491,94400,150000,100
109492,94900,260000,100
109493,109150,390000,100
109494,90200,143000,101
109495,75900,215000,100
109496,100400,328000,100
109497,81750,295000,100
109498,101500,295000,100
109499,98450,540000,110
109500,71500,140000,101
109501,83400,285000,100
109502,117750,275000,100
109503,95850,319000,100
109504,108250,211000,130
109505,76100,410000,100
109506,80100,323600,100
109507,97950,175000,130
109508,72900,320000,110
109509,105900,275000,100
109510,5400,350000,100
109511,68800,380000,110
109512,28250,425000,100
109513,61500,625000,100
109514,117500,455000,100
109515,74300,260000,101
109516,105100,425000,110
109517,93400,2095000,101
109518,44150,170000,100
109519,128200,180000,130
109520,104550,170000,100
109521,129850,137000,100
109522,95150,264000,130
109523,44150,98000,100
109524,112850,153000,100
109525,78000,355000,100
109526,75350,245000,130
109527,79550,222500,101
109528,82500,215000,120
109529,58600,240000,120
109530,89150,310000,100
109531,73850,103000,101
109532,86150,235000,100
109533,79150,190000,100
109534,62850,155000,130
109535,93050,235000,100
109536,66050,284500,120
109537,169350,164000,101
109538,53700,150000,100
109539,74800,290000,110
109540,109100,145000,130
109541,111050,156000,100
109542,89750,260000,110
109543,77600,150000,100
109544,95500,260000,120
109545,89150,193000,101
109546,80700,176000,100
109547,9250,275000,100
109548,83750,499250,100
109549,58050,410000,101
109550,55450,570000,100
109551,159050,153000,100
109552,118550,173900,100
109553,70050,165000,111
109554,42400,110000,100
109555,243750,200000,100
109556,66050,255000,100
109557,129150,162000,101
109558,69600,348500,100
109559,162750,197307,100
109560,118750,180000,100
109561,99150,315000,100
109562,92400,325000,100
109563,69550,145000,130
109564,60450,475000,110
109565,92800,132000,100
109566,130100,149000,100
109567,170500,340000,100
109568,112450,192500,100
109569,65100,300000,100
109570,102500,230000,100
109571,107150,245000,130
109572,143550,150000,100
109573,62150,285000,100
109574,87300,285000,100
109575,89000,146000,130
109576,92600,195000,100
109577,106050,182500,130
109578,67200,121000,100
109579,120650,190000,100
109580,77950,190000,100
109581,84300,140000,110
109582,92900,192000,100
109583,93650,125000,100
109584,79250,245000,100
109585,118850,440000,110
109586,113550,209000,101
109587,82900,220000,130
109588,213600,550000,100
109589,71800,231000,130
109590,93100,250000,120
109591,34250,250000,130
109592,103750,195000,100
109593,88850,1000000,110
109594,111950,175000,110
109595,109150,190000,100
109596,85600,185000,130
109597,120500,270000,130
109598,65900,235000,120
109599,45350,455000,100
109600,31100,299500,100
109601,70550,240000,110
109602,108950,260000,100
109603,86300,135000,100
109604,78450,200000,111
109605,89100,215000,100
109606,94750,130000,100
109607,111450,330000,120
109608,74150,275000,130
109609,85400,545000,100
109610,90700,325000,100
109611,103400,325000,100
109612,60900,265000,100
109613,114700,145000,100
109614,114550,315000,120
109615,73200,475000,110
109616,117100,242500,110
109617,53650,105000,101
109618,93400,200000,100
109619,73650,275000,130
109620,132200,275000,130
109621,94200,305000,130
109622,129150,273000,120
109623,53300,252500,100
109624,72600,250000,120
109625,80750,300000,130
109626,98800,750000,110
109627,94400,150000,100
109628,90200,143000,101
109629,100400,328000,100
109630,81750,295000,100
109631,95850,319000,100
109632,80100,323600,100
109633,72900,320000,110
109634,68800,380000,110
109635,74300,260000,101
109636,105100,425000,110
109637,44150,170000,100
109638,128200,180000,130
109639,72750,145000,100
109640,107600,145000,110
109641,104550,170000,100
109642,129850,137000,100
109643,73400,259000,100
109644,90850,280000,110
109645,95150,264000,130
109646,81500,170000,100
109647,89100,95000,101
109648,37050,575000,120
109649,59250,349900,130
109650,44150,98000,100
109651,112850,153000,100
109652,78000,355000,100
109653,74100,525000,100
109654,96300,355000,100
109655,73500,525000,100
109656,75350,245000,130
109657,81250,235000,100
109658,61400,950000,110
109659,33800,210000,120
109660,79550,222500,101
109661,82500,215000,120
109662,96900,240000,120
109663,101650,150000,100
109664,58600,240000,120
109665,89150,310000,100
109666,114200,185000,101
109667,73850,103000,101
109668,89250,650000,101
